source,destination,time,ms,labels_popped,truncated,routes
BIX,GVG,03:00,5.588,1,0,0
MJG,BLM,12:00,11.177,1141,0,50
KCKI,KWO,19:00,39.523,13619,0,50
BLT,BRZ,10:00,5.707,1,0,0
BPZ,KKZ,15:00,4.648,1,0,0
PPNS,CND,20:00,5.053,1,0,0
BKG,MAHE,04:00,12.495,4061,0,50
BHS,TLH,05:00,33.996,9351,0,50
SEG,BWO,08:00,54.730,21465,0,50
BP,NKW,08:00,29.411,16637,0,50
LPI,DEEG,16:00,111.162,43280,1,32
DARA,NYN,01:00,25.525,7596,0,50
NANA,AKE,06:00,34.136,6149,0,50
BLDA,ASH,04:00,83.764,18844,0,50
KLK,KEM,21:00,79.232,21372,0,50
KVK,MHBA,03:00,14.052,5841,0,50
SGS,KDJR,23:00,4.408,1,0,0
HAPA,BWI,04:00,10.092,1540,0,50
PAJ,ADPT,16:00,26.814,8555,0,50
KMX,VSKP,16:00,11.144,1,0,0
WDR,DDJ,16:00,26.529,5349,0,50
BRAM,DKBJ,21:00,6.264,1,0,0
RUSD,DXG,02:00,18.246,3393,0,50
DCA,RMR,20:00,3.190,1,0,0
TET,SDDN,09:00,13.464,2336,0,50
KKDE,NBD,11:00,15.559,1445,0,50
KEJ,DAPD,10:00,14.419,2737,0,50
BGQ,GJUT,13:00,7.312,1,0,0
RDL,BKI,22:00,10.104,1,0,0
KKK,TSR,22:00,8.084,1,0,0
CAR,UGR,20:00,38.489,6306,0,50
DIB,PRG,14:00,14.889,1246,0,50
DMR,KOJ,01:00,8.098,1,0,0
SQN,DTO,06:00,11.968,936,0,50
THB,ABR,15:00,11.625,2064,0,50
BVU,PLY,08:00,30.836,12716,0,50
DNV,GMO,17:00,8.996,1,0,0
RPR,ANG,16:00,8.362,1,0,0
IZN,GDL,15:00,5.910,1,0,0
KLRE,BSPX,02:00,22.758,6643,0,50
SEM,SWM,05:00,19.591,3608,0,50
TPU,NJP,23:00,8.136,1,0,0
JRR,SOB,14:00,5.921,1,0,0
CAP,BLTR,01:00,25.347,4616,0,50
AK,MKU,21:00,193.418,40108,1,25
THDR,DUI,04:00,57.290,14322,0,50
SDN,ADQ,23:00,20.538,5492,0,50
SASN,CTKT,01:00,13.685,2145,0,50
DRN,JWO,15:00,7.446,1,0,0
NUA,VDD,05:00,29.906,5943,0,50
TIR,BHL,12:00,11.998,1166,0,50
RHE,RSR,15:00,5.990,1,0,0
BRKA,WKR,23:00,15.564,2915,0,50
HD,VBL,01:00,10.783,2641,0,50
BWI,PPT,07:00,11.164,2384,0,50
LBT,BKO,05:00,8.877,1002,0,50
DVL,RN,19:00,14.057,1521,0,50
CPP,JAMA,06:00,12.112,3102,0,50
BHUJ,BIRD,08:00,22.643,2438,0,50
JON,VTM,10:00,5.134,1,0,0
NAVI,KXJ,09:00,4.090,1,0,0
PGT,BXJ,21:00,9.702,4416,0,50
WENA,BRR,19:00,6.787,1,0,0
BARH,ET,00:00,12.768,1943,0,50
BEB,BSI,01:00,336.416,134189,1,46
NLP,BOE,17:00,33.278,9757,0,50
MLG,ROA,22:00,6.194,1,0,0
DKD,KSRA,07:00,23.478,2996,0,50
SIR,KQA,10:00,14.338,3270,0,50
BDC,PGRL,14:00,192.150,48381,1,10
PPA,WAB,04:00,10.803,4046,0,50
HSA,HSD,18:00,5.652,4,0,0
NDKD,KTHU,01:00,23.493,4417,0,50
BPO,HSDA,13:00,5.828,11,0,0
LNH,GDL,23:00,4.052,1,0,0
APR,KOLR,15:00,14.312,6320,0,50
SD,SMO,10:00,4.934,1,0,0
HDB,RTM,09:00,71.069,29929,0,50
MONJ,SUD,21:00,5.325,1,0,0
SCH,JTTN,17:00,6.890,2502,0,50
MRJ,DLO,15:00,7.048,1713,0,50
TET,KARR,03:00,17.033,3685,0,50
BSKH,NAC,02:00,10.908,3087,0,50
ANGL,AK,15:00,7.645,1027,0,50
SPRD,ED,05:00,13.703,5060,0,50
KKLR,CTKT,08:00,13.863,5225,0,50
PQN,CAER,07:00,10.071,4573,0,50
MXR,KUCE,21:00,4.086,1,0,0
BVU,UMRI,23:00,4.661,1,0,0
CLDR,SLGR,17:00,3.622,1,0,0
SNI,NNHT,09:00,14.118,6250,0,50
HCP,RDM,00:00,8.163,2015,0,50
BSJ,ORGA,00:00,2.488,1,0,0
TUX,AKV,15:00,14.702,4811,0,50
MML,KGM,10:00,13.739,3603,0,50
LGO,KZJ,04:00,10.707,3010,0,50
ADR,PVP,10:00,58.236,26417,0,50
PTU,PLH,03:00,4.280,2276,0,50
KIN,SRGM,17:00,21.225,7787,0,50
DUD,DGHA,23:00,1.654,1,0,0
SC,JGD,14:00,1.372,1,0,0
CC,CTA,08:00,3.452,1421,0,50
DHI,KHT,15:00,3.411,1,0,0
BEA,SGNR,13:00,6.751,2950,0,50
KAH,MOZ,06:00,9.186,1671,0,50
PRNA,SNSL,00:00,14.623,4215,0,50
NR,LUNI,10:00,9.146,1161,0,50
BANE,KRG,16:00,4.462,1,0,0
CPR,BAY,15:00,7.905,2786,0,50
TGRL,HRI,16:00,4.400,1,0,0
YNK,KUE,11:00,9.958,5273,0,50
KIC,KRAR,03:00,2.966,1,0,0
MFKA,GAD,22:00,1.217,1,0,0
SOD,SA,21:00,27.639,19430,0,50
KKU,AAM,17:00,39.587,28897,0,50
MOG,MMKB,17:00,4.291,1,0,0
KRY,MW,04:00,7.494,2810,0,50
BHBK,KMNR,05:00,4.839,1792,0,50
DLB,DMH,21:00,3.494,1,0,0
SGRA,GVD,11:00,4.663,1597,0,50
UDT,KRD,12:00,31.837,21051,0,50
TPTY,NBI,15:00,144.828,64282,0,50
MAAR,SWPR,03:00,8.084,1364,0,50
KLMR,J,03:00,15.369,4441,0,50
BKL,TNL,14:00,10.606,4102,0,50
KLV,KJZ,04:00,3.011,1,0,0
RMF,GGC,05:00,15.081,4122,0,50
BAH,BWN,11:00,5.951,1,0,0
JSE,SLO,22:00,4.919,1,0,0
TPH,PHD,22:00,5.292,1,0,0
KAT,BPA,12:00,6.532,780,0,50
JES,BHLE,00:00,11.589,2349,0,50
WANI,SMBL,15:00,4.659,1,0,0
HRI,FDK,15:00,12.790,3714,0,50
MMK,PKD,02:00,10.398,1638,0,50
KEI,VDE,07:00,12.682,3983,0,50
CAR,UVD,15:00,6.862,1468,0,50
VBL,DKZ,06:00,12.104,2343,0,50
PLG,KPN,18:00,145.864,70362,1,33
VLR,NRP,00:00,13.979,4525,0,50
MUPA,JUJA,21:00,3.595,1,0,0
BKP,BGS,12:00,12.065,2662,0,50
GSP,AMLA,05:00,48.939,19707,0,50
JSGR,WKI,05:00,4.823,1,0,0
JKB,LMNR,17:00,5.938,1,0,0
YNRK,NZM,19:00,10.223,1158,0,50
CTO,SKB,05:00,14.483,3008,0,50
NCR,ET,00:00,14.270,4786,0,50
JTW,CRLM,05:00,35.346,14596,0,50
TLR,AKT,08:00,10.331,1258,0,50
SRJ,BLGR,23:00,6.239,1,0,0
PDPL,HAPA,07:00,11.859,1968,0,50
GYM,DUB,00:00,7.897,1143,0,50
ZB,NWB,20:00,2.422,1,0,0
SFH,JSP,03:00,24.756,4814,0,50
VST,BUX,15:00,5.575,1,0,0
RPH,PSA,14:00,172.560,80591,0,50
ANSB,AUBR,02:00,36.730,9896,0,50
MYD,NBQ,07:00,82.031,68386,0,50
SWR,HYT,14:00,7.701,1443,0,50
RHA,BRGM,19:00,3.911,2164,0,50
BNQ,JP,20:00,4.423,1,0,0
TVP,BRST,09:00,10.462,5888,0,50
LAT,RJG,00:00,3.835,1,0,0
KQL,BGZ,21:00,7.198,1178,0,50
NRLR,TEA,16:00,4.002,1,0,0
BHT,HAN,22:00,4.366,1,0,0
CYI,SFH,19:00,25.973,10524,0,50
RPR,DAKE,04:00,9.679,2546,0,50
LUSA,SAPT,23:00,1.408,1,0,0
SKZR,BSX,06:00,18.368,7756,0,50
TSR,UDT,04:00,5.205,1133,0,50
BAB,MGE,03:00,2.374,1,0,0
JAJ,LPJ,23:00,4.890,2548,0,50
MJS,DWR,15:00,9.580,5226,0,50
JOP,AK,23:00,4.160,1,0,0
URGA,LOV,01:00,4.016,1767,0,50
KTSH,BSGR,06:00,4.141,1529,0,50
AII,PDKT,13:00,18.518,13012,0,50
AIT,TORI,01:00,9.007,3719,0,50
NNW,MQO,19:00,37.827,20089,0,50
HAPA,AHO,22:00,12.442,5686,0,50
LUSA,TBH,11:00,3.645,1,0,0
PIT,KTES,19:00,4.104,1,0,0
BEW,NPBR,16:00,3.268,1,0,0
BPB,KTT,18:00,3.170,1,0,0
REWA,CSZ,11:00,13.122,7160,0,50
GOTN,BTD,19:00,5.750,1125,0,50
