source,destination,time,ms,labels_popped,truncated,routes
GVG,DOR,19:00,12.578,9463,0,50
JBN,HSRA,14:00,3.377,1,0,0
APK,DTO,19:00,3.651,1,0,0
MZC,HDK,09:00,25.094,10320,0,50
RJPM,MBG,08:00,23.849,17584,0,50
KGQ,SMT,07:00,8.091,2958,0,50
DBA,UAA,23:00,2.815,1,0,0
RDU,RMNP,03:00,20.140,15777,0,50
BNKI,SOB,13:00,2.089,4,0,0
KRE,WDJ,21:00,2.598,1,0,0
KNNA,RWO,04:00,18.374,13981,0,50
KDM,KQR,00:00,111.094,48189,0,50
KWGN,DUB,17:00,3.441,1,0,0
LUR,PC,15:00,9.314,2394,0,50
JRG,DO,05:00,23.705,9218,0,50
BRST,NGT,20:00,2.806,1,0,0
KBSH,WANI,03:00,10.966,5804,0,50
LHA,SZM,04:00,9.543,1532,0,50
PAA,DWK,16:00,1.923,1,0,0
AKN,SEJ,21:00,11.926,9294,0,50
LKO,BNU,19:00,47.721,24082,0,50
MKA,KSX,06:00,23.604,15841,0,50
BDVT,MBS,09:00,5.180,1157,0,50
NIRA,KSWD,19:00,2.926,1,0,0
PLO,CRJ,02:00,26.379,12021,0,50
AGC,BRW,03:00,5.955,2560,0,50
DRB,SY,06:00,20.402,12125,0,50
SPT,PPC,14:00,1.824,1,0,0
DMK,MRB,15:00,3.990,1,0,0
NNN,KSG,04:00,24.181,12646,0,50
MJ,THVM,20:00,17.568,5804,0,50
KAT,JRMG,09:00,9.386,3639,0,50
RHMA,KZTW,10:00,10.347,5807,0,50
AWR,HMO,03:00,14.409,8293,0,50
UMB,PRL,04:00,8.366,3850,0,50
BHG,BIDR,14:00,11.584,7008,0,50
RIG,DKO,01:00,1.227,1,0,0
JKB,SHM,06:00,11.237,4954,0,50
KHDB,HNL,21:00,3.333,1,0,0
PLM,PM,07:00,8.221,9461,0,50
MTD,MFP,22:00,6.061,1106,0,50
KOTA,JNL,15:00,28.708,11712,0,50
UJ,TRB,03:00,3.764,1,0,0
PPD,KQK,05:00,21.808,9800,0,50
DUMK,ANR,12:00,7.944,1410,0,50
DQG,BVRM,14:00,28.462,16777,0,50
SIL,BALU,20:00,83.575,31429,1,47
KSP,UKC,14:00,4.417,1,0,0
BTX,GUNA,14:00,8.784,2852,0,50
RHMA,KOL,02:00,5.690,1476,0,50
HDA,BGK,08:00,12.802,8036,0,50
PNSA,JVN,11:00,2.927,1,0,0
PEM,OPL,14:00,3.307,1,0,0
KGI,KMAH,05:00,5.049,1424,0,50
BGM,SDL,01:00,76.417,29115,0,50
RWL,ABI,16:00,15.156,6701,0,50
VEER,DWK,00:00,11.830,7723,0,50
MNI,BLDI,08:00,36.227,27737,0,50
GMDN,BIM,19:00,26.452,5211,0,50
TJ,UTL,03:00,4.584,1202,0,8
RPH,UCR,16:00,32.866,13856,0,50
KJN,LBA,04:00,3.314,1,0,0
BHRB,LUSA,22:00,2.608,1,0,0
SPN,RAY,17:00,8.428,4100,0,50
NDO,SAV,18:00,17.278,8515,0,50
NLR,PNBE,16:00,177.918,105247,1,2
NDH,SKP,23:00,4.171,1,0,0
DMC,TBH,11:00,277.853,254806,1,7
NHK,DBLA,16:00,15.457,8803,0,50
WJR,BALU,22:00,8.969,2790,0,50
NRDP,ASK,01:00,5.912,2211,0,50
PEP,MMVR,22:00,2.909,1,0,0
ZRDE,CDMR,13:00,7.979,2526,0,50
MGM,KOHR,21:00,2.186,1,0,0
GLA,APDJ,02:00,30.610,23527,0,50
PBKS,POZ,07:00,5.010,2291,0,50
CLDR,TLHR,02:00,14.872,6201,0,50
VKI,KCC,22:00,24.009,7264,0,50
RTA,KOL,17:00,3.148,1,0,0
SMX,BAU,20:00,4.378,1,0,0
KLH,GNP,12:00,29.458,18142,0,50
SGL,NGP,00:00,5.497,916,0,50
NILE,MOT,08:00,5.443,1710,0,50
DEHR,MDR,02:00,18.854,7567,0,50
KPRD,BGNR,21:00,4.480,1877,0,50
PB,LKS,08:00,3.684,1,0,0
KI,PND,09:00,17.944,9677,0,50
BDLN,MINA,07:00,6.687,1443,0,50
SANR,LSX,12:00,10.800,4003,0,50
RPMN,NMKL,07:00,4.768,834,0,50
PRGR,MZS,12:00,2.621,1,0,0
SSIA,KDRP,14:00,34.708,31745,0,50
SRC,DGHA,10:00,9.923,6157,0,50
AML,KMK,20:00,11.681,3455,0,50
WRR,ALJN,00:00,4.620,1,0,0
SPZ,CHLK,12:00,4.894,743,0,50
JGLP,TRTR,22:00,3.022,1,0,0
RV,BEB,23:00,3.246,1,0,0
AEL,HLAR,01:00,7.342,8605,0,50
RGJ,BHW,09:00,10.578,5839,0,50
ARU,KPNA,11:00,12.709,8661,0,50
NAK,MLG,20:00,23.221,11102,0,50
DVL,WADI,09:00,19.279,6396,0,50
RGP,BINA,10:00,7.402,1510,0,50
GVL,KBPR,12:00,1.267,1,0,0
PRG,PPC,05:00,1.217,1,0,0
ABP,BMJ,11:00,4.344,1137,0,50
HMY,GBP,06:00,12.890,6757,0,50
SLNA,GBD,17:00,3.913,1,0,0
DGI,MNDR,01:00,11.934,3142,0,50
ED,AKLA,21:00,1.305,1,0,0
WJR,AUBR,10:00,118.039,52928,0,50
BMF,JGM,09:00,6.924,2065,0,50
NVS,BOY,05:00,19.706,7511,0,50
UKR,UBR,19:00,4.044,1,0,0
ROA,DOL,02:00,4.362,1,0,0
MMY,KART,23:00,2.620,1,0,0
SRID,SRW,22:00,6.307,1787,0,50
MRB,KMZ,21:00,11.053,3172,0,50
MUE,WLGN,04:00,11.697,6612,0,50
PTA,WSA,01:00,1.969,1,0,0
DFR,JPH,22:00,3.470,1,0,0
SHR,NIA,05:00,4.525,699,0,50
MS,SGP,12:00,8.595,3445,0,50
BOE,DEOS,01:00,6.907,1774,0,50
CBK,JGLP,05:00,2.012,1,0,0
ARK,CHR,22:00,3.435,1,0,0
RMN,SFW,08:00,6.666,5132,0,50
SA,BBN,15:00,10.587,6334,0,50
VID,DAB,21:00,69.137,47318,0,50
KZK,TMR,14:00,7.949,1663,0,50
YLK,LGO,04:00,7.424,3398,0,50
DPA,JNH,12:00,17.833,7079,0,50
RAY,KRPP,16:00,6.522,3856,0,50
YP,BTU,21:00,2.219,1,0,0
SCT,KMME,05:00,39.957,31009,0,50
MYG,DCA,17:00,8.607,5878,0,50
LPI,APT,14:00,15.660,10025,0,50
SVH,MLAR,20:00,1.690,1,0,0
BIM,KLNP,21:00,14.301,13200,0,50
JL,DRU,06:00,14.771,9084,0,50
BPRH,KOV,21:00,3.712,1,0,0
ATUL,UKE,20:00,2.355,1,0,0
SMX,AQG,19:00,2.743,1,0,0
GRMP,NKP,22:00,3.452,1,0,0
MBA,PPZ,02:00,86.608,73229,0,50
ET,JTB,06:00,23.082,10254,0,50
IMR,ACPR,06:00,3.788,1,0,0
PAY,PMU,01:00,9.337,2917,0,50
KSN,LMK,01:00,8.127,933,0,50
UTL,DBD,02:00,16.104,6236,0,50
NYP,SVDK,01:00,10.121,3116,0,50
WSJ,SLF,01:00,7.508,1250,0,50
KSI,SRT,11:00,9.298,1915,0,50
KYF,MNTT,21:00,3.056,1,0,0
SEY,MHRG,08:00,7.412,1093,0,50
NMM,NTV,13:00,4.868,1053,0,50
MFJ,SNKL,06:00,6.123,2055,0,50
PPR,SRI,12:00,15.173,8106,0,50
RUPC,SOA,15:00,28.177,24598,0,50
DKO,SL,03:00,3.945,1,0,0
SNT,BVH,17:00,76.856,28972,1,13
GUNA,SHM,05:00,7.368,2437,0,50
PBKS,TNL,16:00,118.380,92003,0,50
BLPR,MW,16:00,4.352,690,0,50
PYD,CKB,03:00,17.363,10181,0,50
SRPJ,SRO,23:00,3.761,1,0,0
SPDM,KMST,00:00,5.079,1436,0,50
SRID,SFMU,00:00,4.934,1948,0,50
BPR,SDPT,08:00,8.780,4646,0,50
DEC,PTB,21:00,13.290,7152,0,50
BVI,AAR,19:00,10.309,10216,0,50
MCS,SGRL,18:00,79.907,48026,0,50
KUH,DOE,00:00,7.855,4834,0,50
CLG,FKA,02:00,3.845,1198,0,50
MVJ,GPZ,23:00,2.497,15,0,0
MDN,NBJU,02:00,4.891,739,0,50
DOS,JAIS,15:00,9.216,2842,0,50
ADVI,LTD,19:00,6.661,5155,0,50
RMNP,BPQ,02:00,29.826,16786,0,50
FA,RDF,00:00,5.880,1600,0,50
LUNI,KFA,23:00,14.237,7528,0,50
SI,HAPA,09:00,8.782,4915,0,50
NBPH,CDGR,22:00,3.947,1,0,0
PYOL,BLD,18:00,4.558,790,0,50
TRK,CAN,16:00,3.295,1,0,0
RHMA,BDWD,22:00,3.011,1,0,0
GDYA,BXJ,16:00,2.754,1,0,0
RIG,BDW,17:00,5.169,1647,0,50
MLN,KOI,08:00,5.170,1631,0,50
BBN,MWX,01:00,2.595,1,0,0
AVK,SLN,20:00,5.329,1,0,0
WR,VM,16:00,7.761,2076,0,50
VID,KJN,17:00,6.881,1677,0,50
NHLN,BPRS,14:00,3.790,1,0,0
RAY,JGJN,00:00,19.400,13314,0,50
BDM,ALMR,19:00,2.627,1,0,0
GOY,IGU,11:00,9.063,3487,0,50
SDI,RHG,06:00,48.481,24699,0,50
NYP,AAM,10:00,28.660,15152,0,50
BUT,DWR,11:00,4.262,1,0,0
YPR,TUP,10:00,7.085,1966,0,50
BL,KKV,20:00,282.471,323378,1,14
BWI,LJN,19:00,4.635,1,0,0
SFMU,PAP,07:00,5.635,2047,0,50
DBG,SHZ,01:00,8.328,6163,0,50
RJN,NWD,05:00,140.565,69517,1,15
NKM,BQI,06:00,14.484,6712,0,50
SNTH,UDGR,23:00,3.940,1,0,0
BTJL,ANSB,10:00,5.028,2006,0,50
POZ,TUN,21:00,3.828,1,0,0
KAWR,SMK,15:00,7.238,2627,0,50
VBL,JNU,18:00,4.486,1,0,0
DWX,KIM,23:00,6.239,1024,0,50
GKJ,JTO,07:00,6.455,4440,0,50
SVA,PNC,05:00,8.094,1836,0,50
PTRD,CUE,04:00,3.514,830,0,50
ANR,SOA,15:00,6.707,5784,0,50
PKD,HYB,13:00,9.890,6474,0,50
SNKL,KNP,11:00,4.555,1094,0,50
MABA,VGLJ,03:00,7.272,1765,0,50
CHLK,CPK,20:00,2.705,1,0,0
BIJ,RKSN,03:00,3.510,1,0,0
RIG,KLBN,20:00,5.229,1847,0,50
LKS,RDF,00:00,3.967,876,0,50
NAB,RTP,03:00,3.160,1,0,0
GAP,ANVT,21:00,3.831,1,0,0
TKMG,VEER,14:00,12.561,3131,0,50
CHLK,RTM,11:00,3.996,1,0,0
KPTN,AAR,02:00,7.439,7149,0,50
MPJ,BPA,14:00,3.914,1,0,0
ODC,DLJ,10:00,27.404,13662,0,50
MDJ,CNV,05:00,10.437,7967,0,50
KRPU,BVI,01:00,8.059,3055,0,50
NITR,MLMR,07:00,12.707,5212,0,50
DUB,MNI,19:00,3.723,1,0,0
KGA,GJUT,23:00,3.093,1,0,0
KLH,BTD,00:00,6.295,2882,0,50
KMS,BEW,16:00,13.187,5053,0,50
JLWC,JMU,11:00,3.737,1,0,0
VNB,MQU,17:00,4.145,1018,0,50
GADJ,NLDM,16:00,6.316,2563,0,50
RAM,SMRL,22:00,3.398,1,0,0
RMNP,TEA,00:00,49.426,22258,0,50
PNBE,KPQ,17:00,8.788,4534,0,50
BLMR,BSPX,05:00,6.378,4220,0,50
BLDA,WFD,13:00,10.703,3973,0,50
BSDR,AKN,11:00,3.978,3,0,0
KPXR,MVO,05:00,4.184,794,0,50
PDPL,HDN,13:00,6.371,2376,0,50
RKM,AF,22:00,4.064,1,0,0
GPZ,BEW,12:00,7.350,3073,0,50
LMY,BHTR,21:00,3.639,1,0,0
HLAR,BHET,00:00,3.138,705,0,50
SEY,BGS,08:00,8.852,2905,0,50
JNR,GOH,03:00,75.692,41477,0,50
VRG,MGK,04:00,5.298,1954,0,50
ORC,PAO,19:00,7.124,1713,0,50
SEG,CNPA,00:00,9.353,9937,0,50
BXN,NRE,02:00,4.876,964,0,50
UDN,NDB,02:00,11.457,2386,0,50
PES,SVPI,00:00,8.599,2152,0,50
MOJ,TR,14:00,26.081,11751,0,50
BAM,MTR,12:00,165.201,123793,1,30
GDA,PGT,22:00,15.500,6034,0,50
SOT,TVR,17:00,3.985,1,0,0
MZP,SADP,18:00,6.257,1151,0,50
GZB,MTM,19:00,6.774,2030,0,50
KQN,BGWI,15:00,34.773,24359,0,50
SVGA,MBNL,13:00,4.325,1,0,0
MOZ,SDDN,18:00,11.824,4632,0,50
KKZ,KPRD,15:00,9.953,2584,0,50
AST,LHW,03:00,17.329,3315,0,50
PP,KHM,01:00,6.525,1219,0,50
PND,BCHL,14:00,2.083,1,0,0
DLGN,NILE,03:00,37.537,19935,0,50
KPK,SPDM,14:00,6.301,1879,0,50
DAYG,GRMP,23:00,3.439,1,0,0
KNJ,GVN,17:00,9.985,8083,0,50
CGR,SPDM,18:00,7.597,2554,0,50
KGB,NLR,01:00,10.502,5580,0,50
KT,BVQ,13:00,17.526,11066,0,50
ALER,PLMD,15:00,5.544,1727,0,50
DEC,GTM,23:00,10.341,3403,0,50
LWR,VNB,11:00,8.454,4487,0,50
NILE,BHB,04:00,9.382,2222,0,50
JRL,NWB,05:00,2.775,1,0,0
BEW,KASU,00:00,18.730,4376,0,50
CPK,DO,20:00,15.105,5165,0,50
KMLR,CAP,20:00,4.009,1,0,0
URPR,PNP,09:00,7.414,1041,0,50
PSD,SKGH,10:00,23.400,18015,0,50
NANA,HDN,17:00,3.156,1,0,0
IDR,RGL,23:00,3.333,1,0,0
KTX,ASN,13:00,4.161,1,0,0
SNSL,KWV,13:00,3.646,1,0,0
MMVR,KHM,00:00,15.363,9170,0,50
PNDM,JMU,11:00,16.753,10956,0,50
MRR,SPRD,14:00,8.761,4088,0,50
SZM,RRI,10:00,4.651,1648,0,50
NKP,DZB,23:00,1.137,1,0,0
MNTT,FAB,21:00,3.454,820,0,50
HRNR,CT,09:00,7.009,2898,0,50
MYG,KMT,15:00,5.972,1484,0,50
SHG,PPN,05:00,5.370,1766,0,50
BRAM,RKM,17:00,13.426,6102,0,50
JRR,TELO,14:00,3.286,1,0,0
CDGR,NBPH,05:00,6.456,3235,0,50
INDB,VKN,12:00,11.842,5885,0,50
CGI,JVN,20:00,2.862,1,0,0
BEA,KRY,10:00,6.579,3559,0,50
DLI,BJUD,20:00,10.951,12285,0,50
JRPD,KJI,14:00,31.652,18317,0,50
KXT,MKU,08:00,4.089,1,0,0
NMX,MO,02:00,2.573,1,0,0
BWI,NIU,09:00,8.251,2698,0,50
GKL,VINH,09:00,10.784,3575,0,50
DOB,SML,15:00,7.312,3995,0,50
ADVI,GPH,14:00,5.480,1608,0,50
RJPB,MPL,03:00,3.982,2835,0,50
JNL,VKA,05:00,5.788,2820,0,50
KLBN,DGR,05:00,6.804,1702,0,50
SRTN,BFT,10:00,5.639,2620,0,50
BYT,GSP,12:00,5.664,2562,0,50
KKDI,GVN,16:00,2.726,957,0,4
SGL,BSPR,10:00,8.819,5354,0,50
KKK,DLO,14:00,2.977,1,0,0
MVJ,UAA,16:00,4.788,1607,0,50
DMP,BXL,08:00,239.322,152051,1,45
BXN,JAT,00:00,21.516,8716,0,50
MRND,PRDP,08:00,13.124,9976,0,50
NNA,LMP,11:00,6.272,2546,0,50
RN,SJP,16:00,6.006,677,0,50
SASR,KJT,14:00,3.995,1,0,0
SNK,SOA,13:00,30.036,22624,0,50
CQA,LTD,02:00,13.387,10941,0,50
APK,DUMK,23:00,5.026,1,0,0
BBK,BOT,12:00,5.539,1680,0,50
DER,TRAN,01:00,11.450,3213,0,50
ASK,NDU,02:00,356.165,226917,0,50
DDA,KKY,04:00,1.971,1,0,0
TPJ,BHW,07:00,130.257,69802,0,50
BLDI,KUE,14:00,5.588,1,0,0
ATE,ONR,03:00,4.529,1090,0,50
JNTR,WFD,11:00,4.647,1,0,0
VDA,ODM,00:00,87.867,39602,0,50
AKE,UDR,07:00,10.601,2276,0,50
NDPM,VLY,20:00,9.475,3683,0,50
MLAR,KLGD,06:00,4.025,1,0,0
KYE,LBT,11:00,18.007,8067,0,50
HAUR,NOQ,12:00,7.551,2323,0,50
BRTK,BPC,00:00,6.975,2394,0,50
BRD,GIO,03:00,49.140,20200,0,50
PEM,TSD,04:00,4.403,1,0,0
PPI,NRP,03:00,8.451,2506,0,50
VKA,CJM,02:00,4.716,934,0,50
POY,NRLR,03:00,5.364,1605,0,50
KITA,DGO,20:00,4.123,1,0,0
VAPI,CBSA,06:00,6.220,1711,0,50
PAN,NMKL,20:00,10.484,3089,0,50
VRL,TUV,08:00,57.318,38435,0,50
NYP,AKE,11:00,11.300,3357,0,50
DKE,MVO,19:00,5.122,1,0,0
SOD,SNKL,13:00,12.007,4449,0,50
RGPM,ANND,02:00,7.388,394,0,50
TOI,RTA,16:00,12.918,2956,0,50
TKD,NSGR,14:00,1.757,1,0,0
CYI,TSR,15:00,10.826,2535,0,50
SGAC,JMK,16:00,11.991,6928,0,50
NIRA,MKDD,02:00,34.610,11413,0,50
HIP,NLP,03:00,16.348,9531,0,50
ZRDE,MRK,01:00,11.540,4425,0,50
GNG,VR,20:00,3.599,1,0,0
JSGR,YA,20:00,3.663,1,0,0
PWL,RNE,02:00,118.117,63044,1,42
MGAE,FSP,17:00,2.950,1,0,0
BME,SRI,15:00,3.379,1,0,0
JRMA,REWA,07:00,9.434,4391,0,50
TLV,NPD,10:00,13.953,6916,0,50
SBDR,SZY,18:00,1.362,1,0,0
SRGM,RUR,07:00,15.984,9091,0,50
KGM,SOD,19:00,14.366,5535,0,50
J,BOE,07:00,5.750,1056,0,50
MADA,NHT,00:00,22.146,8695,0,50
GRMA,GPD,15:00,9.704,4370,0,50
HVD,MSZ,09:00,10.781,3611,0,50
MEM,PAV,09:00,15.582,8138,0,50
JJN,MAP,10:00,11.529,5889,0,50
MOTC,DHO,13:00,10.302,1901,0,50
INP,KJ,05:00,5.814,493,0,50
AJE,BFR,14:00,14.162,6145,0,50
MRHA,BYCH,16:00,2.305,1,0,0
NGAN,MWM,18:00,2.986,1,0,0
KMNC,KTJ,09:00,30.136,15514,0,50
LWR,SNF,22:00,3.629,1,0,0
KZTW,SKI,11:00,6.754,2993,0,50
THV,AMPA,19:00,3.650,1,0,0
HAN,BMCK,09:00,29.534,23944,0,50
BTC,JOL,12:00,8.394,2652,0,50
MLAR,DLB,12:00,4.521,1,0,0
KOV,MSH,09:00,12.694,2824,0,50
REN,MAS,19:00,60.997,46472,0,50
PUK,PLH,17:00,7.074,3842,0,50
UKC,LBA,00:00,8.750,3145,0,50
SEJ,CMU,10:00,3.896,1,0,0
ADR,SVPR,15:00,123.285,66259,0,50
BELA,SWM,22:00,7.969,1,0,0
DKBJ,NKMG,22:00,5.564,1298,0,50
JBP,BCHL,04:00,1.890,1,0,0
TPT,KPK,08:00,7.607,1853,0,50
CLX,BKSC,03:00,44.391,16506,0,50
KRAR,MVL,06:00,7.996,1213,0,50
LDU,FBG,16:00,2.799,1,0,0
GIMB,TNKU,19:00,6.892,1889,0,50
LMG,LSR,13:00,10.737,5799,0,50
GKC,BIA,14:00,4.304,929,0,50
PLG,PKU,09:00,5.265,791,0,50
DWLE,VPT,09:00,10.816,4967,0,50
SEM,BONA,12:00,5.663,2188,0,50
CGI,BOTI,16:00,3.633,1,0,0
SMPR,CGL,19:00,5.952,1742,0,50
LGO,CHI,17:00,6.606,1266,0,50
GAYA,BLS,19:00,76.121,26741,1,34
MGE,CHL,06:00,14.439,9279,0,50
TKA,VAK,10:00,7.534,2735,0,50
KQK,BHS,19:00,8.579,1885,0,50
SCT,MAY,08:00,8.784,4257,0,50
ATS,LHW,15:00,7.647,1778,0,50
BNC,UDL,00:00,16.265,5573,0,50
MRDW,NDLS,19:00,4.667,1,0,0
KY,SRW,14:00,5.539,1604,0,50
DEB,RRW,05:00,5.148,1893,0,50
NHH,MTHP,04:00,9.150,6882,0,50
JTW,HSA,20:00,5.963,1308,0,50
TDL,SY,18:00,111.029,76074,0,50
HML,MCSC,05:00,6.173,1496,0,50
DNN,RMPB,07:00,5.403,1549,0,50
DWZ,PPA,19:00,2.873,1,0,0
SLF,KCV,16:00,78.215,37267,0,50
NPD,SBIB,02:00,7.443,2541,0,50
RGDA,MYY,03:00,4.177,838,0,50
KKW,KDE,14:00,107.981,89708,0,50
BTS,BXR,05:00,78.249,53051,0,50
PRDT,SOG,20:00,4.811,1,0,0
KOAA,DADN,12:00,110.891,52550,0,50
BJNR,CCT,00:00,8.753,3661,0,50
GKL,NFK,05:00,9.278,3399,0,50
MRTL,CRJ,13:00,5.161,1,0,0
NDL,DG,06:00,27.889,15549,0,50
JL,NBJU,14:00,31.428,12617,0,50
BBSN,KSRA,03:00,6.989,1525,0,50
WJR,DWX,03:00,10.688,5030,0,50
MOU,PAU,16:00,22.581,13671,0,50
JRMA,KIN,10:00,8.153,2571,0,50
KJN,PLG,17:00,3.790,1,0,0
PAK,AJNI,23:00,3.468,1,0,0
HAD,BPP,19:00,7.547,3765,0,50
BLGT,MRGA,17:00,10.150,4016,0,50
GVR,MKRN,21:00,6.833,4088,0,50
DWV,RJLK,01:00,6.379,3314,0,50
DRN,BHNS,15:00,1.160,1,0,0
SVDK,MONR,04:00,4.917,1709,0,50
JPG,GOTN,08:00,6.914,2324,0,50
DDL,HCP,08:00,8.665,2611,0,50
MVL,BEAS,10:00,3.658,1,0,0
KZTW,SGRA,01:00,6.475,3765,0,50
NRA,RXL,01:00,8.377,3562,0,50
DGI,NDW,12:00,3.826,1,0,0
DVG,SRNK,14:00,5.106,2869,0,50
NIR,NWB,12:00,1.468,1,0,0
DER,GPB,10:00,7.781,2378,0,50
GTS,CKK,16:00,10.145,9052,0,50
BAMR,YJUD,09:00,6.610,1274,0,50
NMKL,HSRA,13:00,26.880,18720,0,50
YLM,POY,10:00,9.864,4230,0,50
KMSI,GUG,01:00,1.823,1,0,0
MLDT,MDVL,02:00,127.023,74509,1,24
ULL,USLP,04:00,79.361,62446,0,50
NCJ,ORGA,18:00,3.985,1001,0,50
COA,BZG,12:00,42.783,28124,0,50
JTO,BJRI,10:00,5.084,1979,0,50
KKN,SEGM,18:00,14.198,4923,0,50
AAR,HGT,07:00,2.704,1,0,0
NNN,VTJ,19:00,1.923,1,0,0
KON,TMQ,09:00,3.347,1,0,0
DGR,BNZ,09:00,13.036,1820,0,50
VN,BTQ,00:00,6.864,1734,0,50
WZJ,PRF,22:00,4.492,1,0,0
RGPM,LTD,05:00,15.355,13103,0,50
SINI,NRKR,12:00,7.236,2284,0,50
BIX,MYS,06:00,3.623,1,0,0
BHY,ROP,18:00,2.844,1,0,0
SNLR,BPL,14:00,4.239,1,0,0
SFMU,KUDL,18:00,5.724,1273,0,50
BUW,PGRL,01:00,8.307,2032,0,50
ARJ,BNTL,07:00,1.491,1,0,0
DDR,DR,08:00,36.469,10214,0,50
HRT,JDB,02:00,6.067,2915,0,50
HDP,TRB,05:00,7.126,2967,0,50
MBP,KUTI,07:00,2.901,1,0,0
SFG,JNR,06:00,6.582,2391,0,50
KK,TUA,14:00,6.304,1584,0,50
SPRD,KYE,03:00,7.950,2647,0,50
TKG,ROA,11:00,12.393,7933,0,50
MJG,WTR,13:00,97.053,43768,0,50
SLF,JL,05:00,28.862,18749,0,50
KTM,TNR,09:00,69.002,30485,0,50
BNRS,LSX,19:00,14.343,4791,0,50
NAM,JCL,16:00,99.454,75660,0,50
SRGM,LMK,20:00,5.660,982,0,50
PM,SASR,03:00,8.469,3326,0,50
RPH,CTL,07:00,32.614,39432,0,50
SDI,BH,07:00,7.336,772,0,50
JRK,AMB,04:00,9.202,3821,0,50
BTU,PAU,05:00,10.587,3199,0,50
HDP,ULL,23:00,3.573,1,0,0
MIPM,NED,22:00,4.648,1,0,0
SEJ,MJRI,03:00,3.016,1,0,0
KPN,SMX,07:00,10.756,5742,0,50
TLC,MRR,11:00,10.248,4645,0,50
BRST,MRR,21:00,3.514,1,0,0
REN,SGLA,04:00,5.705,2038,0,50
GNC,KTQ,22:00,3.758,1,0,0
JOC,SFG,03:00,3.795,1,0,0
NOK,HWH,02:00,6.716,2679,0,50
BDWS,KPE,00:00,1.550,1,0,0
KUD,BRJN,05:00,18.805,10670,0,50
VAK,BGWI,13:00,6.625,1198,0,50
RKSN,VDE,02:00,130.177,65661,1,33
KFD,MOGA,07:00,1.955,1,0,0
TR,KUD,21:00,3.527,1,0,0
KHRA,EKC,02:00,9.288,3820,0,50
SLGR,NED,00:00,14.985,12400,0,50
DAA,AKE,14:00,34.549,14362,0,50
MRF,NILE,08:00,4.124,1,0,0
BTO,JID,01:00,10.775,3948,0,50
MEX,RMR,04:00,1.328,1,0,0
KMAH,CTL,01:00,5.984,4373,0,50
KQR,YLK,18:00,16.281,9051,0,50
BBN,MWM,16:00,2.662,1,0,0
GBX,VZR,10:00,2.904,1,0,0
DIB,BZG,03:00,4.578,1066,0,50
BGHU,BOKE,18:00,2.817,1,0,0
GGN,DRSV,02:00,32.877,18165,0,50
CC,PAK,16:00,19.050,8080,0,50
BD,MVO,12:00,18.241,4013,0,50
NBR,YPD,05:00,15.114,3827,0,50
SCI,DGG,14:00,9.420,994,0,50
DBG,GHUM,04:00,3.114,1,0,0
MYY,NKW,12:00,3.566,1,0,0
SKLR,KDNL,17:00,4.513,1,0,0
BQA,RRB,21:00,10.395,3784,0,50
JRPD,KKLR,15:00,114.359,41996,1,18
CLX,HMT,08:00,1.489,1,0,0
LGT,JWS,11:00,18.834,12576,0,50
SGD,CBM,17:00,17.171,10265,0,50
JITE,RGU,23:00,3.717,1,0,0
AGC,DLO,09:00,7.267,3115,0,50
BRGA,KPRR,10:00,19.774,7382,0,50
AKRD,RPH,06:00,139.512,84517,1,45
MLN,RCF,16:00,3.642,1,0,0
BRPS,CKD,12:00,8.071,3275,0,50
MWJ,CWA,07:00,2.478,1,0,0
AGTL,SGZ,05:00,3.792,1,0,0
NAT,VNUP,04:00,3.906,662,0,50
SADP,BDJ,23:00,3.193,1,0,0
ATNR,KRG,08:00,3.286,1,0,0
BMH,DRU,13:00,3.266,1,0,0
NHGJ,KLE,11:00,2.941,1,0,0
SJP,DSA,02:00,12.280,3134,0,50
BTC,KRH,03:00,17.610,5882,0,50
BTG,SNLR,07:00,58.898,43023,0,50
DKBJ,PRG,15:00,9.659,3512,0,50
KOTA,SBO,09:00,7.890,3111,0,50
MUP,JMP,20:00,4.066,1,0,0
KLZ,JLWC,18:00,1.255,1,0,0
UKL,SUP,03:00,1.206,1,0,0
UKC,BL,18:00,5.802,836,0,50
NLR,GMIA,22:00,48.192,38189,0,50
ONR,SBGA,10:00,1.395,1,0,0
BGND,DNK,06:00,7.795,4619,0,50
SIHO,TNM,00:00,3.652,1727,0,50
DMRX,TA,18:00,13.144,6712,0,50
KMJ,SFG,15:00,3.838,1,0,0
KSJ,NMDA,09:00,3.163,1,0,0
SVH,KKLU,15:00,1.106,1,0,0
DDN,MULK,21:00,4.071,943,0,50
BDVR,KKP,12:00,16.853,9923,0,50
SRSI,BTG,02:00,2.850,1,0,0
PRG,WKR,12:00,7.102,2775,0,50
KIT,NWB,01:00,1.048,1,0,0
ATH,ARV,02:00,5.011,2575,0,50
PTRU,PKU,15:00,14.397,6506,0,50
BER,SAG,01:00,15.233,8037,0,50
BLP,AGTL,00:00,1.336,1,0,0
UKR,KUND,17:00,3.534,1,0,0
JJG,HMH,11:00,6.168,2166,0,50
GBE,WSJ,08:00,2.422,1,0,0
VKH,RJT,22:00,3.160,1,0,0
NMK,RNJ,04:00,5.031,1548,0,50
HNA,CAP,09:00,9.147,3578,0,50
BKI,MAU,15:00,6.681,1558,0,50
SGO,REJ,01:00,17.197,10511,0,50
DRN,KDG,00:00,3.595,1,0,0
